OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,CustomerAge,PaymentMethod,Rating,Revenue,Month
ORD2246,2024-07-14,South,Clothing,Gadget X,1.0,251.63,43.0,Credit Card,3.4,251.63,2024-07
ORD1454,2024-08-04,Central,Toys,Accessory M,3.0,261.05,34.0,Credit Card,2.0,783.15,2024-08
ORD1593,2025-06-25,North,Sports,Item N,8.0,239.04,54.0,Debit Card,2.2,1912.32,2025-06
ORD2447,2024-03-06,South,Home & Kitchen,Gadget X,9.0,394.86,29.0,Upi,2.8,3553.74,2024-03
ORD1325,2024-08-24,West,Toys,Gadget Y,6.0,231.68,31.0,Debit Card,1.1,1390.08,2024-08
ORD1071,2025-01-14,North,Toys,Device Q,5.0,179.49,26.0,Upi,1.2,897.45,2025-01
ORD1527,2024-01-10,West,Home & Kitchen,Widget B,4.0,260.93,27.0,Net Banking,2.9,1043.72,2024-01
ORD1768,2025-02-05,East,Books,Accessory M,14.0,125.85,37.0,Net Banking,1.8,1761.9,2025-02
ORD2401,2025-03-20,North,Electronics,Accessory M,4.0,182.375,50.0,Net Banking,2.1,729.5,2025-03
ORD2618,2024-02-05,East,Books,Widget A,5.0,160.9,22.0,Debit Card,3.8,804.5,2024-02
ORD2903,2024-05-17,Central,Toys,Widget B,3.0,93.21,64.0,Cash,3.9,279.63,2024-05
ORD2610,2024-12-16,West,Home & Kitchen,Item N,12.0,203.65,31.0,Upi,3.2,2443.8,2024-12
ORD2921,2024-06-08,Central,Sports,Item N,4.0,391.39,26.0,Debit Card,3.1,1565.56,2024-06
ORD2968,2025-02-24,South,Toys,Gadget Y,8.0,269.33,48.0,Cash,4.6,2154.64,2025-02
ORD2137,2024-03-02,Central,Toys,Gadget X,8.0,155.28,22.0,Cash,2.6,1242.24,2024-03
ORD1729,2024-04-22,Central,Toys,Gizmo Z,10.0,169.85,22.0,Debit Card,1.4,1698.5,2024-04
ORD2089,2025-05-30,North,Sports,Gizmo Z,14.0,162.55,67.0,Net Banking,2.4,2275.7,2025-05
ORD2488,2024-07-24,East,Sports,Accessory M,12.0,228.86,66.0,Credit Card,1.2,2746.32,2024-07
ORD2882,2025-02-11,South,Toys,Gizmo Z,3.0,288.84,34.0,Upi,2.8,866.52,2025-02
ORD1544,2025-05-25,South,Sports,Gizmo Z,5.0,219.85,55.0,Net Banking,1.5,1099.25,2025-05
ORD1116,2025-06-08,North,Electronics,Widget B,6.0,162.84,52.0,Cash,1.3,977.04,2025-06
ORD2693,2025-03-17,North,Toys,Item N,7.0,122.25,32.0,Debit Card,3.0,855.75,2025-03
ORD2159,2024-05-24,North,Electronics,Gizmo Z,1.0,141.48,64.0,Debit Card,1.3,141.48,2024-05
ORD1004,2024-03-12,South,Toys,Device Q,10.0,195.79,69.0,Cash,4.8,1957.9,2024-03
ORD1311,2025-01-04,West,Home & Kitchen,Item N,5.0,307.72,32.0,Credit Card,3.2,1538.6,2025-01
ORD1046,2025-01-01,West,Electronics,Widget B,8.0,203.97,43.0,Net Banking,1.3,1631.76,2025-01
ORD1341,2024-08-05,Central,Sports,Gadget Y,14.0,228.4,27.0,Cash,2.5,3197.6,2024-08
ORD2200,2024-08-03,West,Home & Kitchen,Device Q,2.0,204.2,42.0,Cash,4.7,408.4,2024-08
ORD1835,2025-04-06,East,Home & Kitchen,Device Q,8.0,91.76,19.0,Net Banking,1.3,734.08,2025-04
ORD1887,2024-10-31,North,Electronics,Gizmo Z,8.0,107.53,20.0,Upi,4.8,860.24,2024-10
ORD2399,2024-02-28,East,Books,Gadget Y,12.0,329.54,51.0,Credit Card,4.3,3954.48,2024-02
ORD2595,2024-11-29,West,Clothing,Widget B,4.0,238.07,43.0,Upi,1.5,952.28,2024-11
ORD1278,2024-06-24,Central,Home & Kitchen,Gadget Y,5.0,148.55,43.0,Debit Card,3.4,742.75,2024-06
ORD2631,2024-01-10,North,Books,Gadget Y,7.0,170.02,54.0,Credit Card,2.3,1190.14,2024-01
ORD2022,2025-05-15,East,Books,Widget B,7.0,96.28,39.0,Debit Card,4.3,673.96,2025-05
ORD1638,2024-12-15,East,Clothing,Accessory M,2.0,311.75,43.0,Debit Card,4.0,623.5,2024-12
ORD2620,2025-03-27,East,Sports,Widget A,12.0,94.43,33.0,Upi,2.9,1133.16,2025-03
ORD2974,2024-01-30,East,Home & Kitchen,Device Q,14.0,97.05,27.0,Debit Card,1.7,1358.7,2024-01
ORD1194,2025-03-28,South,Books,Widget A,9.0,169.18,35.0,Debit Card,2.2,1522.62,2025-03
ORD2931,2025-05-02,West,Home & Kitchen,Widget B,6.0,197.12,59.0,Upi,3.5,1182.72,2025-05
ORD1806,2024-06-05,North,Home & Kitchen,Item N,2.0,129.19,22.0,Debit Card,2.8,258.38,2024-06
ORD2638,2025-06-14,Central,Clothing,Accessory M,2.0,222.85,38.0,Debit Card,4.8,445.7,2025-06
ORD2518,2025-05-09,Central,Toys,Widget A,11.0,127.1,57.0,Credit Card,2.8,1398.1,2025-05
ORD1372,2024-10-28,East,Home & Kitchen,Item N,13.0,413.76,69.0,Credit Card,4.7,5378.88,2024-10
ORD1800,2024-06-07,East,Clothing,Widget A,10.0,100.18,39.0,Credit Card,2.0,1001.8,2024-06
ORD1504,2024-09-15,Central,Toys,Device Q,14.0,264.37,69.0,Cash,2.1,3701.18,2024-09
ORD2816,2025-02-25,East,Sports,Accessory M,9.0,364.43,59.0,Cash,4.4,3279.87,2025-02
ORD2301,2024-07-26,West,Electronics,Gizmo Z,10.0,108.93,61.0,Cash,4.9,1089.3,2024-07
ORD2226,2025-06-08,South,Clothing,Item N,14.0,125.03,43.0,Net Banking,1.8,1750.42,2025-06
ORD1298,2024-11-09,Central,Books,Accessory M,1.0,175.32,37.0,Credit Card,3.0,175.32,2024-11
ORD2198,2024-10-15,North,Home & Kitchen,Accessory M,14.0,114.13,31.0,Credit Card,2.4,1597.82,2024-10
ORD1450,2024-12-07,North,Clothing,Gizmo Z,12.0,63.62,61.0,Upi,2.2,763.44,2024-12
ORD2042,2024-01-17,North,Books,Widget A,8.0,110.32,38.0,Cash,3.1,882.56,2024-01
ORD1109,2024-04-05,South,Home & Kitchen,Gadget Y,1.0,232.72,45.0,Cash,2.4,232.72,2024-04
ORD1817,2024-05-13,North,Sports,Gadget X,14.0,92.12,22.0,Cash,2.2,1289.68,2024-05
ORD2944,2025-06-13,South,Toys,Device Q,12.0,424.6474999999999,23.0,Debit Card,2.7,5095.77,2025-06
ORD2297,2024-06-11,Central,Toys,Gadget Y,6.0,175.83,47.0,Credit Card,2.0,1054.98,2024-06
ORD1426,2025-02-01,East,Books,Widget A,13.0,186.655,36.0,Cash,4.5,2426.52,2025-02
ORD1562,2024-02-03,Central,Toys,Gadget Y,8.0,272.17,32.0,Net Banking,3.9,2177.36,2024-02
ORD1595,2024-03-21,North,Home & Kitchen,Widget B,1.0,311.82,61.0,Net Banking,1.6,311.82,2024-03
ORD2656,2024-09-10,South,Sports,Device Q,5.0,178.58,21.0,Debit Card,2.6,892.9,2024-09
ORD1095,2024-02-17,East,Toys,Item N,2.0,125.92,63.0,Cash,1.7,251.84,2024-02
ORD2890,2025-03-11,East,Toys,Gadget Y,1.0,155.4,52.0,Upi,2.6,155.4,2025-03
ORD2719,2024-06-09,North,Books,Widget B,9.0,178.39,66.0,Net Banking,3.0,1605.51,2024-06
ORD1019,2025-01-20,Central,Sports,Widget A,4.0,133.97,51.0,Credit Card,4.3,535.88,2025-01
ORD1691,2024-10-08,Central,Home & Kitchen,Gizmo Z,14.0,120.22,24.0,Cash,2.8,1683.08,2024-10
ORD2051,2025-01-08,North,Books,Device Q,9.0,183.37,26.0,Debit Card,2.1,1650.33,2025-01
ORD2348,2024-01-02,South,Electronics,Widget A,12.0,424.6474999999999,61.0,Credit Card,1.8,5095.77,2024-01
ORD1946,2024-04-28,South,Books,Widget B,12.0,308.84,67.0,Cash,1.9,3706.08,2024-04
ORD2281,2024-05-09,North,Sports,Widget B,10.0,249.71,59.0,Upi,1.4,2497.1,2024-05
ORD2158,2024-03-02,West,Toys,Gadget Y,1.0,77.55,67.0,Credit Card,3.0,77.55,2024-03
ORD2673,2024-03-10,East,Electronics,Gadget Y,10.0,169.19,62.0,Net Banking,4.5,1691.9,2024-03
ORD2773,2025-04-26,East,Books,Accessory M,11.0,84.85,68.0,Credit Card,2.8,933.35,2025-04
ORD2941,2024-02-08,Central,Toys,Widget B,13.0,271.8,44.0,Upi,4.6,3533.4,2024-02
ORD1222,2025-01-26,South,Clothing,Gadget Y,9.0,98.02,36.0,Cash,1.6,882.18,2025-01
ORD2435,2025-01-09,Central,Sports,Gadget X,13.0,166.75,45.0,Upi,2.8,2167.75,2025-01
ORD1738,2024-09-17,South,Sports,Widget B,11.0,178.78,22.0,Upi,3.4,1966.58,2024-09
ORD2793,2024-12-10,Central,Home & Kitchen,Gadget Y,13.0,112.05,18.0,Upi,4.5,1456.65,2024-12
ORD1925,2024-03-18,East,Toys,Device Q,2.0,271.72,35.0,Net Banking,4.4,543.44,2024-03
ORD1111,2025-02-10,South,Sports,Item N,14.0,190.62,43.0,Debit Card,4.6,2668.68,2025-02
ORD1945,2025-04-15,Central,Home & Kitchen,Gadget Y,10.0,141.92,34.0,Upi,2.9,1419.2,2025-04
ORD2039,2025-06-07,Central,Home & Kitchen,Device Q,14.0,327.71,27.0,Upi,2.7,4587.94,2025-06
ORD2554,2024-11-26,East,Electronics,Gizmo Z,4.0,138.87,46.0,Upi,4.7,555.48,2024-11
ORD2139,2024-06-01,South,Toys,Widget B,3.0,329.54,57.0,Debit Card,4.2,988.62,2024-06
ORD1313,2024-04-29,Central,Home & Kitchen,Item N,6.0,216.74,51.0,Upi,2.6,1300.44,2024-04
ORD1287,2024-11-16,Central,Home & Kitchen,Gizmo Z,6.0,183.82,54.0,Net Banking,3.0,1102.92,2024-11
ORD2361,2024-01-09,East,Sports,Accessory M,9.0,123.12,22.0,Credit Card,4.0,1108.08,2024-01
ORD2593,2024-05-20,North,Sports,Device Q,8.0,89.27,33.0,Debit Card,3.0,714.16,2024-05
ORD2122,2024-11-19,East,Toys,Device Q,11.0,366.54,30.0,Cash,4.8,4031.94,2024-11
ORD2909,2024-11-24,East,Home & Kitchen,Item N,4.0,272.64,44.0,Cash,4.1,1090.56,2024-11
ORD2808,2025-02-03,East,Books,Accessory M,14.0,299.08,39.0,Credit Card,3.0,4187.12,2025-02
ORD1463,2024-03-31,West,Books,Device Q,13.0,159.77,64.0,Cash,3.1,2077.01,2024-03
ORD1635,2024-08-01,East,Home & Kitchen,Accessory M,6.0,36.92,60.0,Upi,3.3,221.52,2024-08
ORD2510,2024-12-01,Central,Electronics,Gizmo Z,7.0,182.375,42.0,Debit Card,4.2,1276.62,2024-12
ORD2700,2025-03-21,West,Toys,Widget A,1.0,145.48,44.0,Upi,2.4,145.48,2025-03
ORD2231,2024-12-25,Central,Clothing,Widget B,10.0,188.4,52.0,Debit Card,2.6,1884.0,2024-12
ORD1361,2025-04-19,West,Clothing,Gadget X,1.0,328.38,35.0,Upi,4.6,328.38,2025-04
ORD2205,2024-12-18,North,Sports,Gadget X,7.0,63.43,18.0,Upi,1.9,444.01,2024-12
ORD1455,2024-10-27,Central,Home & Kitchen,Gadget Y,4.0,91.09,53.0,Net Banking,2.9,364.36,2024-10
ORD1017,2025-05-06,South,Toys,Gadget X,4.0,355.71,65.0,Net Banking,3.1,1422.84,2025-05
ORD1885,2024-02-01,North,Home & Kitchen,Widget A,7.0,61.08,34.0,Net Banking,3.2,427.56,2024-02
ORD2438,2025-05-16,West,Home & Kitchen,Accessory M,10.0,124.38,65.0,Net Banking,1.6,1243.8,2025-05
ORD1377,2025-02-21,East,Electronics,Accessory M,1.0,424.6474999999999,39.0,Debit Card,3.7,424.65,2025-02
ORD1828,2024-11-19,West,Books,Accessory M,14.0,333.13,26.0,Net Banking,1.0,4663.82,2024-11
ORD2458,2024-01-10,North,Sports,Gadget X,10.0,234.51,43.0,Net Banking,2.5,2345.1,2024-01
ORD2797,2025-04-07,East,Books,Item N,4.0,114.82,41.0,Credit Card,3.0,459.28,2025-04
ORD2283,2024-01-22,Central,Clothing,Gizmo Z,1.0,156.98,20.0,Debit Card,4.0,156.98,2024-01
ORD1861,2024-06-27,North,Clothing,Accessory M,4.0,82.68,44.0,Net Banking,1.4,330.72,2024-06
ORD2002,2024-04-22,East,Sports,Accessory M,2.0,135.37,44.0,Upi,2.6,270.74,2024-04
ORD1054,2024-01-02,West,Sports,Item N,7.0,180.03,69.0,Credit Card,3.2,1260.21,2024-01
ORD1263,2024-07-09,East,Sports,Gadget Y,5.0,85.66,34.0,Cash,3.0,428.3,2024-07
ORD1101,2024-08-05,Central,Home & Kitchen,Accessory M,10.0,129.95,43.0,Cash,1.5,1299.5,2024-08
ORD1286,2024-01-20,East,Home & Kitchen,Widget B,13.0,142.09,33.0,Net Banking,4.0,1847.17,2024-01
ORD2123,2024-05-25,Central,Electronics,Widget B,6.0,286.75,29.0,Cash,1.7,1720.5,2024-05
ORD1249,2024-06-06,Central,Toys,Gadget Y,5.0,86.76,34.0,Cash,4.4,433.8,2024-06
ORD2182,2024-11-23,East,Sports,Widget B,4.0,190.35,53.0,Cash,3.1,761.4,2024-11
ORD2345,2024-03-26,South,Clothing,Accessory M,3.0,206.96,69.0,Cash,1.5,620.88,2024-03
ORD2463,2024-10-02,North,Books,Gadget X,8.0,149.08,53.0,Credit Card,1.8,1192.64,2024-10
ORD2958,2024-07-31,East,Books,Accessory M,1.0,157.24,32.0,Cash,1.8,157.24,2024-07
ORD1344,2024-12-06,East,Home & Kitchen,Gadget X,9.0,231.4,44.0,Debit Card,5.0,2082.6,2024-12
ORD2924,2024-10-14,East,Toys,Gadget Y,13.0,113.74,37.0,Credit Card,2.2,1478.62,2024-10
ORD2963,2025-02-10,East,Books,Device Q,14.0,140.55,22.0,Net Banking,3.4,1967.7,2025-02
ORD1561,2025-05-02,South,Books,Widget A,14.0,316.49,69.0,Upi,2.5,4430.86,2025-05
ORD1441,2025-01-27,North,Books,Widget B,1.0,231.22,43.0,Debit Card,1.7,231.22,2025-01
ORD1060,2024-07-20,South,Home & Kitchen,Widget A,3.0,232.71,21.0,Debit Card,3.0,698.13,2024-07
ORD1392,2024-07-08,West,Clothing,Widget A,7.0,188.4,24.0,Cash,1.4,1318.8,2024-07
ORD1590,2024-06-14,South,Books,Gizmo Z,10.0,220.26,33.0,Upi,1.2,2202.6,2024-06
ORD1528,2024-08-29,Central,Clothing,Widget B,4.0,103.96,56.0,Net Banking,2.7,415.84,2024-08
ORD1363,2025-06-28,North,Clothing,Device Q,7.0,243.92,46.0,Cash,2.4,1707.44,2025-06
ORD2351,2024-04-12,North,Electronics,Item N,11.0,160.24,68.0,Credit Card,1.2,1762.64,2024-04
ORD1210,2024-08-14,East,Electronics,Widget A,14.0,245.19,60.0,Credit Card,4.9,3432.66,2024-08
ORD1281,2025-06-21,South,Electronics,Device Q,4.0,143.39,26.0,Credit Card,2.6,573.56,2025-06
ORD2730,2024-07-14,Central,Electronics,Widget B,11.0,65.34,44.0,Credit Card,3.3,718.74,2024-07
ORD1683,2024-04-20,West,Toys,Widget B,2.0,291.62,25.0,Net Banking,2.7,583.24,2024-04
ORD2266,2024-02-02,East,Sports,Item N,5.0,91.51,53.0,Net Banking,4.2,457.55,2024-02
ORD1797,2025-06-05,West,Sports,Gadget Y,14.0,361.29,56.0,Net Banking,1.8,5058.06,2025-06
ORD2251,2024-01-17,South,Toys,Item N,14.0,301.82,69.0,Cash,3.7,4225.48,2024-01
ORD2645,2025-04-27,West,Home & Kitchen,Widget B,12.0,227.67,53.0,Upi,1.0,2732.04,2025-04
ORD2088,2025-05-11,North,Home & Kitchen,Gadget X,6.0,76.65,55.0,Cash,2.8,459.9,2025-05
ORD1701,2024-12-15,East,Sports,Widget B,6.0,144.6,27.0,Debit Card,3.7,867.6,2024-12
ORD1718,2024-07-12,West,Toys,Item N,7.0,202.39,39.0,Debit Card,4.7,1416.73,2024-07
ORD1324,2025-05-02,East,Sports,Item N,8.0,162.99,45.0,Debit Card,3.1,1303.92,2025-05
ORD1698,2024-10-03,South,Clothing,Gizmo Z,12.0,146.09,59.0,Net Banking,2.9,1753.08,2024-10
ORD2720,2025-04-04,Central,Electronics,Gadget X,10.0,56.86,25.0,Cash,2.1,568.6,2025-04
ORD1028,2024-02-28,South,Clothing,Gizmo Z,13.0,243.54,34.0,Cash,4.3,3166.02,2024-02
ORD2358,2025-03-03,West,Sports,Gadget X,4.0,392.67,48.0,Cash,1.0,1570.68,2025-03
ORD1610,2024-04-04,East,Clothing,Gizmo Z,13.0,173.55,21.0,Credit Card,2.7,2256.15,2024-04
ORD1359,2025-05-11,West,Books,Widget A,8.0,58.61,21.0,Credit Card,1.5,468.88,2025-05
ORD2665,2024-08-05,South,Toys,Widget B,12.0,138.44,53.0,Upi,3.8,1661.28,2024-08
ORD2812,2025-01-14,North,Home & Kitchen,Gizmo Z,7.0,175.39,43.0,Net Banking,2.8,1227.73,2025-01
ORD1224,2024-07-13,South,Books,Gizmo Z,5.0,254.35,62.0,Upi,2.9,1271.75,2024-07
ORD1447,2024-12-04,Central,Books,Widget B,9.0,229.68,37.0,Debit Card,1.6,2067.12,2024-12
ORD2853,2024-04-14,North,Clothing,Gizmo Z,14.0,188.4,50.0,Credit Card,2.4,2637.6,2024-04
ORD2731,2025-04-10,Central,Home & Kitchen,Gadget X,4.0,182.37,36.0,Debit Card,3.0,729.48,2025-04
ORD1855,2025-01-20,Central,Clothing,Widget B,6.0,340.19,50.0,Cash,3.1,2041.14,2025-01
ORD2425,2024-08-24,North,Electronics,Device Q,10.0,188.57,51.0,Cash,3.7,1885.7,2024-08
ORD2716,2024-03-24,East,Toys,Item N,13.0,271.53,55.0,Debit Card,4.9,3529.89,2024-03
ORD2227,2024-02-15,East,Clothing,Widget A,11.0,140.28,29.0,Cash,3.0,1543.08,2024-02
ORD2497,2024-11-01,North,Clothing,Widget B,6.0,126.19,50.0,Upi,4.6,757.14,2024-11
ORD1747,2024-11-13,West,Books,Gizmo Z,14.0,80.18,48.0,Net Banking,3.2,1122.52,2024-11
ORD2977,2024-10-07,South,Home & Kitchen,Widget B,1.0,105.46,28.0,Credit Card,4.7,105.46,2024-10
ORD2084,2024-07-01,West,Clothing,Gizmo Z,2.0,139.06,22.0,Upi,4.4,278.12,2024-07
ORD1816,2024-09-10,West,Home & Kitchen,Gadget X,7.0,191.19,69.0,Debit Card,3.0,1338.33,2024-09
ORD2294,2024-09-13,North,Electronics,Accessory M,4.0,285.94,41.0,Credit Card,1.1,1143.76,2024-09
ORD1151,2024-04-22,West,Books,Gizmo Z,8.0,128.66,26.0,Cash,3.0,1029.28,2024-04
ORD1215,2024-06-01,West,Toys,Gadget X,6.0,180.12,56.0,Credit Card,4.8,1080.72,2024-06
ORD1098,2024-04-08,South,Toys,Widget B,14.0,424.6474999999999,34.0,Debit Card,3.0,5945.06,2024-04
ORD2767,2024-08-25,Central,Sports,Gadget X,10.0,236.98,21.0,Debit Card,2.5,2369.8,2024-08
ORD1474,2024-01-01,North,Sports,Widget A,8.0,145.62,40.0,Cash,2.8,1164.96,2024-01
ORD2360,2024-11-12,Central,Electronics,Gizmo Z,9.0,210.76,41.0,Upi,1.1,1896.84,2024-11
ORD2152,2024-02-16,East,Clothing,Gadget X,12.0,138.25,43.0,Credit Card,2.9,1659.0,2024-02
ORD2496,2024-08-04,North,Books,Gadget X,2.0,424.6474999999999,55.0,Upi,1.6,849.29,2024-08
ORD1012,2025-01-07,West,Books,Widget B,7.0,109.74,66.0,Cash,4.8,768.18,2025-01
ORD2766,2024-12-01,North,Clothing,Item N,8.0,117.72,55.0,Credit Card,1.9,941.76,2024-12
ORD2413,2024-05-31,South,Electronics,Item N,4.0,183.39,65.0,Net Banking,2.0,733.56,2024-05
ORD1167,2024-10-06,East,Books,Widget A,14.0,115.34,52.0,Net Banking,1.8,1614.76,2024-10
ORD1602,2024-03-09,Central,Books,Gadget Y,3.0,210.79,34.0,Debit Card,3.4,632.37,2024-03
ORD2078,2024-06-07,East,Home & Kitchen,Gadget Y,8.0,53.16,61.0,Debit Card,2.8,425.28,2024-06
ORD1188,2024-09-19,North,Clothing,Gizmo Z,14.0,206.44,49.0,Credit Card,2.7,2890.16,2024-09
ORD2120,2024-05-21,North,Home & Kitchen,Device Q,7.0,150.64,39.0,Cash,3.9,1054.48,2024-05
ORD2083,2024-06-19,Central,Electronics,Gadget Y,2.0,205.0,33.0,Debit Card,1.1,410.0,2024-06
ORD1043,2024-12-11,South,Sports,Gadget X,3.0,187.92,37.0,Debit Card,1.2,563.76,2024-12
ORD2114,2024-09-22,East,Toys,Accessory M,11.0,181.19,58.0,Net Banking,1.2,1993.09,2024-09
ORD1009,2024-11-26,South,Sports,Widget A,4.0,307.92,53.0,Upi,2.9,1231.68,2024-11
ORD2363,2024-12-24,North,Toys,Device Q,10.0,81.26,36.0,Upi,3.0,812.6,2024-12
ORD1147,2025-01-20,North,Sports,Device Q,3.0,144.29,44.0,Net Banking,3.1,432.87,2025-01
ORD1746,2024-04-04,North,Home & Kitchen,Gadget Y,11.0,274.24,61.0,Upi,1.7,3016.64,2024-04
ORD1013,2024-04-09,East,Books,Gizmo Z,2.0,51.43,43.0,Credit Card,4.1,102.86,2024-04
ORD1389,2024-07-10,East,Electronics,Widget B,14.0,315.45,43.0,Credit Card,2.7,4416.3,2024-07
ORD2701,2024-02-24,East,Clothing,Item N,5.0,196.17,47.0,Upi,5.0,980.85,2024-02
ORD1985,2024-12-07,West,Home & Kitchen,Gadget X,1.0,127.4,18.0,Debit Card,2.6,127.4,2024-12
ORD1744,2024-11-24,West,Toys,Gadget Y,12.0,362.3,38.0,Net Banking,2.9,4347.6,2024-11
ORD2515,2024-12-17,West,Home & Kitchen,Gadget Y,3.0,372.17,32.0,Debit Card,1.1,1116.51,2024-12
ORD2221,2024-12-21,South,Clothing,Gadget X,8.0,139.33,47.0,Net Banking,3.6,1114.64,2024-12
ORD1742,2024-11-16,Central,Home & Kitchen,Widget A,3.0,424.6474999999999,50.0,Debit Card,3.7,1273.94,2024-11
ORD2761,2024-09-09,North,Toys,Item N,8.0,110.81,65.0,Credit Card,2.4,886.48,2024-09
ORD1452,2025-05-25,South,Sports,Widget B,13.0,96.61,62.0,Net Banking,3.0,1255.93,2025-05
ORD1606,2024-05-05,West,Books,Device Q,13.0,233.41,58.0,Cash,4.5,3034.33,2024-05
ORD1892,2025-02-27,North,Sports,Gizmo Z,13.0,241.06,20.0,Net Banking,4.2,3133.78,2025-02
ORD1967,2024-07-19,North,Clothing,Widget A,3.0,176.86,28.0,Credit Card,4.6,530.58,2024-07
ORD1898,2025-05-16,Central,Electronics,Gizmo Z,4.0,220.34,63.0,Cash,3.6,881.36,2025-05
ORD2538,2024-12-26,South,Electronics,Device Q,4.0,87.6,37.0,Upi,2.1,350.4,2024-12
ORD2380,2024-01-22,South,Home & Kitchen,Device Q,1.0,253.15,24.0,Debit Card,2.0,253.15,2024-01
ORD1951,2024-08-13,East,Books,Widget A,14.0,139.37,36.0,Upi,4.7,1951.18,2024-08
ORD2781,2025-06-26,North,Sports,Gadget X,9.0,312.73,44.0,Cash,3.6,2814.57,2025-06
ORD2925,2024-08-13,West,Books,Gizmo Z,9.0,124.01,25.0,Debit Card,4.2,1116.09,2024-08
ORD2102,2024-05-20,East,Books,Device Q,1.0,91.88,38.0,Debit Card,3.7,91.88,2024-05
ORD2687,2024-06-20,North,Sports,Widget A,9.0,220.36,37.0,Cash,4.5,1983.24,2024-06
ORD2577,2024-10-19,South,Sports,Device Q,1.0,80.67,36.0,Credit Card,1.1,80.67,2024-10
ORD1025,2024-01-22,Central,Toys,Gadget X,14.0,363.61,32.0,Net Banking,3.3,5090.54,2024-01
ORD2382,2025-05-29,West,Electronics,Accessory M,2.0,332.7,69.0,Upi,2.4,665.4,2025-05
ORD2479,2024-01-20,East,Electronics,Accessory M,14.0,182.67,29.0,Cash,3.3,2557.38,2024-01
ORD1479,2024-07-09,South,Electronics,Gadget X,14.0,211.43,55.0,Net Banking,2.7,2960.02,2024-07
ORD2188,2024-04-23,Central,Toys,Gadget Y,10.0,142.54,63.0,Net Banking,4.0,1425.4,2024-04
ORD1115,2024-02-05,West,Clothing,Gadget X,14.0,196.32,22.0,Upi,5.0,2748.48,2024-02
ORD1024,2024-11-09,South,Home & Kitchen,Item N,11.0,126.38,60.0,Net Banking,4.7,1390.18,2024-11
ORD1370,2025-01-31,East,Clothing,Gadget X,10.0,113.84,55.0,Net Banking,3.3,1138.4,2025-01
ORD2149,2024-09-15,South,Electronics,Gadget Y,7.0,274.64,48.0,Cash,4.4,1922.48,2024-09
ORD2041,2024-02-13,East,Home & Kitchen,Accessory M,2.0,292.55,35.0,Cash,4.2,585.1,2024-02
ORD1649,2025-04-18,South,Electronics,Device Q,2.0,227.46,68.0,Cash,3.0,454.92,2025-04
ORD1453,2024-11-22,West,Home & Kitchen,Device Q,6.0,204.62,43.0,Credit Card,3.0,1227.72,2024-11
ORD1096,2025-05-17,South,Sports,Device Q,1.0,95.06,48.0,Credit Card,3.0,95.06,2025-05
ORD2346,2024-04-01,East,Electronics,Item N,14.0,187.43,64.0,Credit Card,2.6,2624.02,2024-04
ORD1992,2025-04-20,Central,Electronics,Device Q,11.0,143.53,64.0,Debit Card,1.9,1578.83,2025-04
ORD2469,2024-07-22,East,Toys,Widget A,13.0,243.73,36.0,Cash,2.1,3168.49,2024-07
ORD1099,2025-04-06,East,Toys,Widget B,2.0,264.26,36.0,Debit Card,2.5,528.52,2025-04
ORD2881,2025-03-10,West,Home & Kitchen,Widget B,13.0,64.34,59.0,Cash,4.7,836.42,2025-03
ORD2517,2025-05-31,North,Books,Gizmo Z,10.0,316.77,57.0,Cash,3.1,3167.7,2025-05
ORD1804,2024-06-05,South,Clothing,Widget B,7.0,152.88,56.0,Debit Card,2.8,1070.16,2024-06
ORD1357,2024-12-01,Central,Sports,Gizmo Z,9.0,199.24,38.0,Credit Card,2.2,1793.16,2024-12
ORD1858,2025-02-21,East,Toys,Gizmo Z,9.0,240.71,61.0,Credit Card,3.1,2166.39,2025-02
ORD1594,2024-04-15,North,Clothing,Gadget X,3.0,60.37,57.0,Cash,3.3,181.11,2024-04
ORD2644,2024-08-29,East,Toys,Device Q,3.0,223.44,22.0,Net Banking,3.0,670.32,2024-08
ORD2990,2024-08-11,North,Clothing,Device Q,21.5,248.15,38.0,Debit Card,2.4,5335.22,2024-08
ORD2028,2024-02-11,Central,Books,Accessory M,6.0,186.61,55.0,Upi,4.8,1119.66,2024-02
ORD1587,2025-03-22,East,Toys,Device Q,3.0,258.66,47.0,Upi,2.4,775.98,2025-03
ORD2897,2025-03-17,Central,Sports,Widget B,14.0,208.9,65.0,Upi,1.9,2924.6,2025-03
ORD2738,2024-11-11,East,Books,Accessory M,6.0,40.81,49.0,Debit Card,4.5,244.86,2024-11
ORD1795,2024-09-10,South,Toys,Accessory M,5.0,151.51,57.0,Debit Card,4.4,757.55,2024-09
ORD1270,2024-11-18,Central,Clothing,Gadget X,2.0,424.6474999999999,43.0,Credit Card,2.3,849.29,2024-11
ORD1118,2024-08-30,West,Books,Gizmo Z,6.0,233.48,64.0,Debit Card,2.6,1400.88,2024-08
ORD1117,2024-06-08,West,Clothing,Widget A,6.0,269.71,43.0,Upi,4.4,1618.26,2024-06
ORD2109,2024-09-01,Central,Books,Item N,3.0,146.82,18.0,Cash,3.6,440.46,2024-09
ORD2938,2024-05-01,South,Clothing,Gadget Y,8.0,223.58,67.0,Debit Card,2.0,1788.64,2024-05
