OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,CustomerAge,PaymentMethod,Rating
ORD2944,13 Jun 2025,South,Toys,Device Q,12,427.23,23.0,Debit Card,2.7
ORD2297,11 Jun 2024,central,Toys,Gadget Y,6,175.83,47.0,Credit Card,2.0
ORD1426,01/02/2025,east,books,Widget A,13,,36.0,Cash,4.5
ORD1562,02-03-2024,central,TOYS,Gadget Y,8,272.17,32.0,Net Banking,3.9
ORD1595,21 Mar 2024,North,Home & Kitchen,Widget B,1,311.82,61.0,Net Banking,1.6
ORD2656,2024-09-10,SOUTH,sports,Device Q,5,178.58,21.0,,2.6
ORD1095,17 Feb 2024,EAST,Toys,Item N,2,125.92,63.0,Cash,1.7
ORD2890,03-11-2025,,toys,Gadget Y,1,155.4,52.0,UPI,2.6
ORD2719,09 Jun 2024,North,Books,Widget B,9,178.39,66.0,Net Banking,
ORD1019,2025-01-20,central,Sports,Widget A,4,133.97,51.0,Credit Card,4.3
ORD1691,08/10/2024,Central,Home & Kitchen,Gizmo Z,14,120.22,24.0,Cash,2.8
ORD2051,2025-01-08,North,  Books  ,Device Q,9,183.37,26.0,Debit Card,2.1
ORD2348,02 Jan 2024,South,Electronics,Widget A,12,459.89,61.0,Credit Card,1.8
ORD1946,28/04/2024,South,Books,Widget B,12,308.84,67.0,Cash,1.9
ORD2281,05-09-2024,North,Sports,Widget B,10,249.71,59.0,UPI,1.4
ORD2158,02 Mar 2024,WEST,Toys,Gadget Y,1,77.55,67.0,Credit Card,
ORD2673,10/03/2024,East,ELECTRONICS,Gadget Y,10,169.19,62.0,Net Banking,4.5
ORD2773,04-26-2025,,books,Accessory M,11,84.85,68.0,Credit Card,2.8
ORD2941,02-08-2024,central,toys,Widget B,13,271.8,44.0,UPI,4.6
ORD1222,26/01/2025,South,clothing,Gadget Y,9,98.02,36.0,Cash,1.6
ORD2435,09/01/2025,Central,Sports,Gadget X,13,166.75,45.0,UPI,2.8
ORD1738,17 Sep 2024,South,Sports,Widget B,11,178.78,22.0,UPI,3.4
ORD2793,12-10-2024,central,Home & Kitchen,Gadget Y,13,112.05,18.0,UPI,4.5
ORD1925,2024-03-18,East,Toys,Device Q,2,271.72,35.0,Net Banking,4.4
ORD1111,2025-02-10,SOUTH,SPORTS,Item N,14,190.62,43.0,,4.6
ORD1945,15/04/2025,CENTRAL,home & kitchen,Gadget Y,10,141.92,34.0,UPI,2.9
ORD2039,2025-06-07,CENTRAL,Home & Kitchen,Device Q,14,327.71,27.0,UPI,2.7
ORD2554,2024-11-26,East,ELECTRONICS,Gizmo Z,4,138.87,46.0,UPI,4.7
ORD2139,01/06/2024,South,Toys,Widget B,3,329.54,57.0,Debit Card,4.2
ORD1313,04-29-2024,Central,Home & Kitchen,Item N,6,216.74,51.0,UPI,2.6
ORD1287,11-16-2024,Central,HOME & KITCHEN,Gizmo Z,6,183.82,54.0,Net Banking,
ORD2361,2024-01-09,  East  ,Sports,Accessory M,9,123.12,22.0,Credit Card,4.0
ORD2593,2024-05-20,NORTH,Sports,Device Q,8,89.27,33.0,Debit Card,
ORD2122,2024-11-19,  East  ,Toys,Device Q,11,366.54,30.0,Cash,4.8
ORD2909,2024-11-24,EAST,  Home & Kitchen  ,Item N,4,272.64,44.0,Cash,4.1
ORD2808,03 Feb 2025,East,BOOKS,Accessory M,14,299.08,39.0,Credit Card,
ORD1463,31/03/2024,WEST,books,Device Q,13,159.77,64.0,Cash,3.1
ORD1635,08-01-2024,east,  Home & Kitchen  ,Accessory M,6,36.92,60.0,UPI,3.3
ORD2510,01 Dec 2024,central,  Electronics  ,Gizmo Z,7,,42.0,Debit Card,4.2
ORD2700,21 Mar 2025,West,Toys,Widget A,1,145.48,44.0,UPI,2.4
ORD2231,25/12/2024,CENTRAL,clothing,Widget B,10,,52.0,Debit Card,2.6
ORD1361,19 Apr 2025,west,Clothing,Gadget X,1,328.38,35.0,UPI,4.6
ORD2205,2024-12-18,north,SPORTS,Gadget X,7,63.43,18.0,UPI,1.9
ORD1455,27/10/2024,central,Home & Kitchen,Gadget Y,4,91.09,53.0,Net Banking,2.9
ORD1017,06 May 2025,South,Toys,Gadget X,4,355.71,65.0,Net Banking,3.1
ORD1885,2024-02-01,North,Home & Kitchen,Widget A,7,61.08,34.0,Net Banking,3.2
ORD2438,05-16-2025,WEST,Home & Kitchen,Accessory M,10,124.38,65.0,Net Banking,1.6
ORD1377,2025-02-21,east,Electronics,Accessory M,1,477.33,39.0,Debit Card,3.7
ORD1828,2024-11-19,West,books,Accessory M,14,333.13,26.0,Net Banking,1.0
ORD2458,10 Jan 2024,North,sports,Gadget X,10,234.51,,Net Banking,2.5
ORD2797,2025-04-07,  East  ,books,Item N,4,114.82,41.0,Credit Card,
ORD2283,01-22-2024,Central,Clothing,Gizmo Z,1,156.98,20.0,Debit Card,4.0
ORD1861,27/06/2024,North,clothing,Accessory M,4,82.68,44.0,Net Banking,1.4
ORD2002,04-22-2024,  East  ,sports,Accessory M,2,135.37,44.0,UPI,2.6
ORD1054,01-02-2024,WEST,Sports,Item N,7,180.03,69.0,Credit Card,3.2
ORD1263,2024-07-09,East,SPORTS,Gadget Y,5,85.66,34.0,Cash,3.0
ORD1101,2024-08-05,Central,Home & Kitchen,Accessory M,10,129.95,,Cash,1.5
ORD1275,04-13-2024,  East  ,Toys,Widget A,2,142.91,38.0,Net Banking,4.1
ORD1286,20 Jan 2024,East,home & kitchen,Widget B,13,142.09,33.0,Net Banking,4.0
ORD2123,2024-05-25,central,Electronics,Widget B,6,286.75,29.0,Cash,1.7
ORD1249,2024-06-06,Central,Toys,Gadget Y,5,86.76,34.0,Cash,4.4
ORD2182,23/11/2024,East,Sports,Widget B,4,190.35,53.0,Cash,3.1
ORD2345,26/03/2024,SOUTH,Clothing,Accessory M,3,206.96,69.0,Cash,1.5
ORD2463,10-02-2024,North,Books,Gadget X,8,149.08,53.0,Credit Card,1.8
ORD2958,07-31-2024,East,BOOKS,Accessory M,1,157.24,32.0,Cash,1.8
ORD1344,12-06-2024,East,home & kitchen,Gadget X,9,231.4,44.0,Debit Card,5.0
ORD2924,14/10/2024,East,TOYS,Gadget Y,13,113.74,37.0,Credit Card,2.2
ORD2963,10 Feb 2025,East,  Books  ,Device Q,14,140.55,22.0,Net Banking,3.4
ORD1561,2025-05-02,South,books,Widget A,14,316.49,69.0,UPI,2.5
ORD1441,01-27-2025,  North  ,BOOKS,Widget B,1,231.22,,Debit Card,1.7
ORD1060,07-20-2024,South,HOME & KITCHEN,Widget A,3,232.71,21.0,Debit Card,
ORD1392,08/07/2024,  West  ,Clothing,Widget A,7,,24.0,Cash,1.4
ORD1590,2024-06-14,South,BOOKS,Gizmo Z,10,220.26,33.0,UPI,1.2
ORD1528,29/08/2024,Central,clothing,Widget B,4,103.96,56.0,Net Banking,2.7
ORD1363,2025-06-28,NORTH,  Clothing  ,Device Q,7,243.92,46.0,Cash,2.4
ORD2351,12/04/2024,NORTH,ELECTRONICS,Item N,11,160.24,68.0,Credit Card,1.2
ORD1210,08-14-2024,,ELECTRONICS,Widget A,14,245.19,60.0,Credit Card,4.9
ORD1281,21 Jun 2025,South,ELECTRONICS,Device Q,4,143.39,26.0,Credit Card,2.6
ORD2730,07-14-2024,CENTRAL,Electronics,Widget B,11,65.34,44.0,Credit Card,3.3
ORD1683,20 Apr 2024,West,Toys,Widget B,2,291.62,25.0,Net Banking,2.7
ORD2266,02/02/2024,,sports,Item N,5,91.51,53.0,Net Banking,4.2
ORD1797,2025-06-05,  West  ,SPORTS,Gadget Y,14,361.29,56.0,Net Banking,1.8
ORD2251,2024-01-17,SOUTH,  Toys  ,Item N,14,301.82,69.0,Cash,3.7
ORD2645,04-27-2025,West,Home & Kitchen,Widget B,12,227.67,53.0,UPI,1.0
ORD2088,11 May 2025,  North  ,Home & Kitchen,Gadget X,6,76.65,55.0,Cash,2.8
ORD1701,15/12/2024,east,SPORTS,Widget B,6,144.6,27.0,Debit Card,3.7
ORD1718,12/07/2024,West,Toys,Item N,7,202.39,39.0,Debit Card,4.7
ORD1324,02/05/2025,East,Sports,Item N,8,162.99,45.0,Debit Card,3.1
ORD1698,2024-10-03,SOUTH,Clothing,Gizmo Z,12,146.09,59.0,Net Banking,2.9
ORD2720,04 Apr 2025,Central,electronics,Gadget X,10,56.86,25.0,Cash,2.1
ORD1028,28/02/2024,South,clothing,Gizmo Z,13,243.54,34.0,Cash,4.3
ORD2358,2025-03-03,WEST,Sports,Gadget X,4,392.67,48.0,Cash,1.0
ORD1610,04/04/2024,East,Clothing,Gizmo Z,13,173.55,21.0,Credit Card,2.7
ORD1359,05-11-2025,West,books,Widget A,8,58.61,21.0,Credit Card,1.5
ORD2665,05 Aug 2024,South,Toys,Widget B,-12,138.44,53.0,UPI,3.8
ORD2812,01-14-2025,NORTH,home & kitchen,Gizmo Z,7,175.39,,Net Banking,2.8
ORD1224,13/07/2024,south,BOOKS,Gizmo Z,5,254.35,62.0,UPI,2.9
ORD1447,04/12/2024,Central,Books,Widget B,9,229.68,37.0,Debit Card,1.6
ORD2853,2024-04-14,north,CLOTHING,Gizmo Z,14,,50.0,Credit Card,2.4
ORD2731,10 Apr 2025,Central,Home & Kitchen,Gadget X,4,182.37,36.0,Debit Card,
ORD1855,2025-01-20,central,Clothing,Widget B,6,340.19,50.0,Cash,3.1
ORD2425,24 Aug 2024,North,ELECTRONICS,Device Q,10,188.57,51.0,Cash,3.7
ORD2716,24/03/2024,EAST,Toys,Item N,13,271.53,55.0,,4.9
ORD2227,15/02/2024,east,CLOTHING,Widget A,11,140.28,29.0,Cash,
ORD2497,2024-11-01,North,CLOTHING,Widget B,6,126.19,50.0,UPI,4.6
ORD1747,13 Nov 2024,west,Books,Gizmo Z,14,80.18,48.0,Net Banking,3.2
ORD2977,10-07-2024,SOUTH,HOME & KITCHEN,Widget B,1,105.46,28.0,Credit Card,4.7
ORD2084,07-01-2024,West,Clothing,Gizmo Z,2,139.06,22.0,UPI,4.4
ORD1816,10/09/2024,West,Home & Kitchen,Gadget X,7,191.19,69.0,Debit Card,
ORD2294,2024-09-13,North,Electronics,Accessory M,4,285.94,41.0,Credit Card,1.1
ORD1151,22/04/2024,West,Books,Gizmo Z,8,128.66,26.0,Cash,
ORD1215,01/06/2024,  West  ,Toys,Gadget X,6,180.12,56.0,Credit Card,4.8
ORD1098,2024-04-08,South,  Toys  ,Widget B,14,8659.784156790623,34.0,Debit Card,
ORD2767,25/08/2024,CENTRAL,Sports,Gadget X,10,236.98,21.0,Debit Card,2.5
ORD1474,01-01-2024,North,Sports,Widget A,8,145.62,40.0,Cash,2.8
ORD2360,11-12-2024,CENTRAL,Electronics,Gizmo Z,9,210.76,41.0,UPI,1.1
ORD2152,16 Feb 2024,east,  Clothing  ,Gadget X,12,138.25,,Credit Card,2.9
ORD2496,2024-08-04,NORTH,Books,Gadget X,2,7040.214720782012,55.0,UPI,1.6
ORD1012,07/01/2025,West,books,Widget B,7,109.74,66.0,Cash,4.8
ORD2766,01/12/2024,NORTH,Clothing,Item N,8,117.72,55.0,Credit Card,1.9
ORD2413,2024-05-31,South,Electronics,Item N,4,183.39,65.0,Net Banking,2.0
ORD1167,2024-10-06,  East  ,books,Widget A,14,115.34,52.0,Net Banking,1.8
ORD1602,2024-03-09,Central,books,Gadget Y,3,210.79,34.0,Debit Card,3.4
ORD2078,2024-06-07,East,HOME & KITCHEN,Gadget Y,8,53.16,61.0,Debit Card,2.8
ORD1188,2024-09-19,north,  Clothing  ,Gizmo Z,14,206.44,49.0,Credit Card,2.7
ORD2120,21 May 2024,North,Home & Kitchen,Device Q,7,150.64,39.0,Cash,3.9
ORD2083,06-19-2024,Central,Electronics,Gadget Y,2,205.0,33.0,,1.1
ORD1043,11 Dec 2024,South,Sports,Gadget X,3,187.92,37.0,Debit Card,1.2
ORD2114,22 Sep 2024,  East  ,toys,Accessory M,11,181.19,58.0,Net Banking,1.2
ORD1009,26/11/2024,SOUTH,Sports,Widget A,4,307.92,53.0,UPI,2.9
ORD2363,24/12/2024,North,  Toys  ,Device Q,10,81.26,36.0,UPI,
ORD1147,20/01/2025,NORTH,sports,Device Q,3,144.29,44.0,Net Banking,3.1
ORD1746,04/04/2024,North,Home & Kitchen,Gadget Y,11,274.24,61.0,UPI,1.7
ORD1013,09 Apr 2024,  East  ,books,Gizmo Z,2,51.43,,Credit Card,4.1
ORD1389,10/07/2024,EAST,ELECTRONICS,Widget B,14,315.45,,Credit Card,2.7
ORD2701,24/02/2024,East,CLOTHING,Item N,5,196.17,47.0,UPI,5.0
ORD1985,2024-12-07,west,Home & Kitchen,Gadget X,1,127.4,18.0,Debit Card,2.6
ORD1744,2024-11-24,West,Toys,Gadget Y,12,362.3,38.0,Net Banking,2.9
ORD2515,2024-12-17,WEST,HOME & KITCHEN,Gadget Y,3,372.17,32.0,Debit Card,1.1
ORD2221,2024-12-21,South,Clothing,Gadget X,8,139.33,47.0,Net Banking,3.6
ORD1742,16 Nov 2024,central,Home & Kitchen,Widget A,3,511.16,50.0,Debit Card,3.7
ORD2761,09/09/2024,  North  ,TOYS,Item N,8,110.81,65.0,Credit Card,2.4
ORD1452,25/05/2025,  South  ,sports,Widget B,13,96.61,62.0,Net Banking,
ORD1606,05-05-2024,West,Books,Device Q,13,233.41,58.0,Cash,4.5
ORD1892,27 Feb 2025,North,SPORTS,Gizmo Z,13,241.06,20.0,Net Banking,4.2
ORD1967,2024-07-19,North,clothing,Widget A,3,176.86,28.0,Credit Card,4.6
ORD1898,16/05/2025,Central,Electronics,Gizmo Z,4,220.34,63.0,Cash,3.6
ORD2538,26 Dec 2024,South,ELECTRONICS,Device Q,4,87.6,37.0,UPI,2.1
ORD2380,22/01/2024,SOUTH,home & kitchen,Device Q,1,253.15,24.0,Debit Card,2.0
ORD1951,2024-08-13,East,Books,Widget A,14,139.37,36.0,UPI,4.7
ORD2781,06-26-2025,North,SPORTS,Gadget X,9,312.73,44.0,Cash,3.6
ORD2925,2024-08-13,  West  ,Books,Gizmo Z,9,124.01,25.0,,4.2
ORD2102,05-20-2024,East,Books,Device Q,1,91.88,38.0,Debit Card,3.7
ORD2687,2024-06-20,North,Sports,Widget A,9,220.36,37.0,Cash,4.5
ORD2577,10-19-2024,SOUTH,sports,Device Q,1,80.67,36.0,Credit Card,1.1
ORD1025,2024-01-22,Central,Toys,Gadget X,14,363.61,32.0,Net Banking,3.3
ORD2382,05-29-2025,West,Electronics,Accessory M,2,332.7,69.0,UPI,2.4
ORD2479,01-20-2024,EAST,electronics,Accessory M,14,182.67,29.0,Cash,3.3
ORD1479,2024-07-09,SOUTH,Electronics,Gadget X,14,211.43,55.0,Net Banking,2.7
ORD2188,2024-04-23,central,Toys,Gadget Y,10,142.54,63.0,Net Banking,4.0
ORD1115,2024-02-05,WEST,clothing,Gadget X,14,196.32,22.0,UPI,5.0
ORD1024,09/11/2024,South,Home & Kitchen,Item N,11,126.38,60.0,Net Banking,4.7
ORD1370,31 Jan 2025,EAST,  Clothing  ,Gadget X,10,113.84,55.0,Net Banking,3.3
ORD2149,2024-09-15,South,electronics,Gadget Y,7,274.64,48.0,Cash,4.4
ORD2041,02-13-2024,EAST,Home & Kitchen,Accessory M,2,292.55,35.0,Cash,4.2
ORD1649,18 Apr 2025,South,Electronics,Device Q,2,227.46,68.0,Cash,
ORD1453,22/11/2024,WEST,  Home & Kitchen  ,Device Q,6,204.62,200.0,Credit Card,
ORD1096,2025-05-17,South,  Sports  ,Device Q,1,95.06,48.0,Credit Card,
ORD2346,2024-04-01,  East  ,Electronics,Item N,14,187.43,64.0,Credit Card,2.6
ORD1992,2025-04-20,CENTRAL,ELECTRONICS,Device Q,11,143.53,64.0,Debit Card,1.9
ORD2469,07-22-2024,EAST,Toys,Widget A,13,243.73,36.0,Cash,2.1
ORD1099,2025-04-06,East,Toys,Widget B,2,264.26,36.0,,2.5
ORD2881,10/03/2025,WEST,Home & Kitchen,Widget B,13,64.34,59.0,Cash,4.7
ORD2517,31 May 2025,NORTH,books,Gizmo Z,10,316.77,57.0,Cash,3.1
ORD1804,2024-06-05,SOUTH,CLOTHING,Widget B,7,152.88,56.0,,2.8
ORD1357,01 Dec 2024,Central,Sports,Gizmo Z,9,199.24,38.0,Credit Card,2.2
ORD1858,2025-02-21,EAST,TOYS,Gizmo Z,9,240.71,61.0,Credit Card,3.1
ORD1594,15 Apr 2024,NORTH,CLOTHING,Gadget X,3,60.37,57.0,Cash,3.3
ORD2644,2024-08-29,east,toys,Device Q,3,223.44,22.0,Net Banking,
ORD2990,2024-08-11,NORTH,clothing,Device Q,467,248.15,38.0,Debit Card,2.4
ORD2028,11/02/2024,Central,books,Accessory M,6,186.61,55.0,UPI,4.8
ORD1587,22 Mar 2025,east,TOYS,Device Q,3,258.66,47.0,UPI,2.4
ORD2897,17 Mar 2025,central,  Sports  ,Widget B,14,208.9,65.0,UPI,1.9
ORD2738,11/11/2024,,BOOKS,Accessory M,6,40.81,49.0,,4.5
ORD1795,09-10-2024,South,TOYS,Accessory M,5,151.51,57.0,Debit Card,4.4
ORD1270,18/11/2024,CENTRAL,  Clothing  ,Gadget X,2,465.11,43.0,Credit Card,2.3
ORD1118,30/08/2024,West,Books,Gizmo Z,6,233.48,64.0,Debit Card,2.6
ORD1117,08/06/2024,west,Clothing,Widget A,6,269.71,200.0,UPI,4.4
ORD2109,2024-09-01,central,Books,Item N,3,146.82,18.0,Cash,3.6
ORD2938,01 May 2024,South,  Clothing  ,Gadget Y,8,223.58,67.0,Debit Card,2.0
ORD2576,10-30-2024,south,Clothing,Gadget X,13,187.17,58.0,Debit Card,4.6
ORD1699,2025-05-17,SOUTH,Toys,Widget B,9,120.41,62.0,Debit Card,4.0
ORD2016,21 May 2025,WEST,Electronics,Gadget X,12,,69.0,Cash,3.7
ORD2431,24 Oct 2024,North,CLOTHING,Accessory M,6,89.49,66.0,Debit Card,
ORD2940,09 Aug 2024,East,  Toys  ,Gadget X,1,182.98,57.0,UPI,1.9
ORD1164,2024-05-02,CENTRAL,Sports,Gizmo Z,3,169.24,54.0,Cash,4.1
ORD1603,22/02/2024,north,toys,Widget B,12,235.34,51.0,Credit Card,2.6
ORD2509,03 Nov 2024,South,  Clothing  ,Device Q,294,203.21,27.0,Credit Card,1.3
ORD2825,03-30-2025,,Sports,Item N,2,173.38,47.0,UPI,4.6
ORD1465,2024-02-08,WEST,Sports,Gizmo Z,13,280.86,,UPI,1.0
ORD2172,2024-06-18,WEST,HOME & KITCHEN,Gizmo Z,7,230.98,25.0,UPI,3.1
ORD2199,2024-09-18,east,Home & Kitchen,Widget B,13,396.51,33.0,UPI,4.2
ORD1142,2024-04-22,east,home & kitchen,Widget A,13,193.53,64.0,UPI,2.4
ORD1666,01-28-2024,South,clothing,Item N,6,296.64,44.0,UPI,1.3
ORD1113,2024-06-19,North,  Electronics  ,Widget B,10,302.3,,Cash,1.9
ORD2087,2025-06-10,East,home & kitchen,Gadget X,1,140.84,55.0,Cash,3.4
ORD2937,22/04/2024,East,Clothing,Widget B,3,255.16,60.0,Debit Card,4.4
ORD1378,24/04/2024,East,Home & Kitchen,Device Q,9,388.39,32.0,Net Banking,3.2
ORD1063,31/03/2025,East,Clothing,Gadget Y,7,135.29,,Net Banking,1.8
ORD2169,06-24-2025,South,BOOKS,Accessory M,1,162.02,20.0,UPI,1.5
ORD1651,2024-03-18,EAST,Home & Kitchen,Gadget Y,6,225.35,29.0,,3.3
ORD1186,18/02/2025,south,toys,Accessory M,7,,40.0,Credit Card,1.7
ORD1704,05-16-2024,  Central  ,Sports,Widget B,3,147.68,39.0,Credit Card,1.1
ORD1294,2024-02-20,South,toys,Widget A,6,288.03,,Debit Card,1.9
ORD1056,15/04/2024,Central,electronics,Widget B,9,96.21,42.0,UPI,
ORD1315,2024-12-11,East,TOYS,Device Q,13,118.35,21.0,Cash,4.5
ORD1130,11/01/2025,south,Electronics,Widget A,9,306.78,66.0,Net Banking,1.2
ORD2288,21/01/2024,North,  Toys  ,Gadget X,7,144.43,35.0,Debit Card,2.0
ORD1189,05-23-2024,NORTH,home & kitchen,Accessory M,13,279.15,50.0,Debit Card,2.4
ORD1027,04-19-2025,  Central  ,BOOKS,Gizmo Z,11,93.17,66.0,Cash,1.6
ORD1525,2024-09-12,WEST,Toys,Widget A,2,158.43,35.0,UPI,1.8
ORD1936,05-30-2024,NORTH,BOOKS,Widget A,13,323.14,41.0,UPI,3.8
ORD1762,13/01/2025,East,toys,Gadget Y,11,349.65,34.0,Debit Card,1.2
ORD2870,11/04/2025,North,Clothing,Widget A,14,124.02,56.0,Debit Card,1.6
ORD2799,2024-03-23,East,Electronics,Widget B,7,130.58,61.0,Credit Card,2.8
ORD2636,2024-10-19,south,Electronics,Gizmo Z,6,150.56,33.0,Credit Card,4.9
ORD1754,10-22-2024,South,SPORTS,Gadget X,5,107.82,,UPI,4.1
ORD2591,20/02/2024,central,  Books  ,Widget A,9,111.07,53.0,Debit Card,3.7
ORD2186,2024-02-06,,SPORTS,Widget B,7,47.77,21.0,UPI,1.2
ORD1266,12/09/2024,North,electronics,Gadget Y,12,287.15,57.0,Cash,2.5
ORD1899,2024-04-22,west,Clothing,Accessory M,6,81.65,28.0,Cash,4.7
ORD2798,01/04/2025,East,Toys,Widget A,10,112.5,26.0,UPI,3.3
ORD1075,2024-01-15,WEST,SPORTS,Gadget Y,6,308.18,37.0,Credit Card,
ORD2459,2024-09-26,  Central  ,Books,Item N,5,202.04,52.0,Net Banking,3.7
ORD2405,11-27-2024,South,Clothing,Device Q,11,174.96,57.0,UPI,2.2
ORD1856,07-28-2024,Central,Home & Kitchen,Accessory M,8,158.6,41.0,,4.4
ORD2278,27 Sep 2024,West,  Home & Kitchen  ,Gadget X,13,137.12,60.0,Net Banking,2.6
ORD1845,06/03/2025,central,HOME & KITCHEN,Gadget Y,1,160.75,20.0,Net Banking,3.1
ORD1769,2024-10-22,Central,home & kitchen,Gadget Y,2,146.77,46.0,Net Banking,2.1
ORD2622,20 Jun 2024,WEST,Sports,Accessory M,9,265.97,64.0,UPI,1.7
ORD2331,09 May 2025,North,Sports,Widget B,11,262.7,19.0,UPI,1.5
ORD2233,23/03/2025,North,Clothing,Widget B,9,328.36,69.0,Net Banking,1.1
ORD1868,11 Oct 2024,  West  ,electronics,Widget B,9,199.52,47.0,Credit Card,1.0
ORD1180,05-26-2024,North,TOYS,Gadget X,13,418.33,41.0,Credit Card,
ORD2319,2025-06-04,central,Sports,Item N,3,131.86,22.0,Net Banking,4.3
ORD1672,05-05-2024,WEST,Sports,Gizmo Z,4,40.34,55.0,Credit Card,3.0
ORD2511,01-09-2025,East,CLOTHING,Accessory M,10,118.02,64.0,UPI,4.7
ORD1376,2024-03-30,Central,home & kitchen,Gadget X,1,155.01,38.0,Net Banking,1.6
ORD1669,2024-08-18,central,Electronics,Gadget X,8,302.83,29.0,Debit Card,4.5
ORD1023,2025-04-04,east,sports,Accessory M,5,122.45,57.0,Net Banking,1.1
ORD1346,10 Sep 2024,North,ELECTRONICS,Item N,2,139.76,44.0,Cash,3.2
ORD2666,04-11-2024,North,Electronics,Widget B,3,186.51,38.0,Debit Card,1.4
ORD2504,26/06/2024,  West  ,  Books  ,Gizmo Z,11,76.52,41.0,Credit Card,1.3
ORD2746,06 Jun 2024,EAST,HOME & KITCHEN,Widget B,10,196.53,20.0,Debit Card,3.2
ORD1008,02 Aug 2024,north,Home & Kitchen,Gizmo Z,1,146.29,24.0,Cash,1.3
ORD1228,14 Apr 2025,  East  ,Home & Kitchen,Device Q,6,205.53,46.0,Net Banking,4.1
ORD1489,2024-07-31,,Books,Accessory M,4,145.84,56.0,Cash,
ORD1213,2025-04-17,SOUTH,BOOKS,Item N,5,118.39,27.0,Credit Card,2.6
ORD2601,23/05/2024,east,clothing,Gizmo Z,2,167.6,68.0,Credit Card,2.9
ORD1578,2024-08-16,  Central  ,clothing,Gizmo Z,13,239.73,49.0,Credit Card,1.3
ORD1449,2024-12-30,west,home & kitchen,Device Q,9,171.83,47.0,UPI,3.2
ORD1757,2024-08-16,west,Sports,Widget A,11,235.64,48.0,Debit Card,1.0
ORD1015,2024-11-04,East,Books,Accessory M,2,101.97,62.0,Cash,3.8
ORD2914,01-12-2025,East,Electronics,Gadget Y,14,221.72,39.0,Credit Card,2.5
ORD2806,2024-09-19,  South  ,Toys,Accessory M,13,355.91,53.0,UPI,3.4
ORD2531,10/12/2024,North,sports,Widget B,10,99.58,,Debit Card,2.4
ORD2633,2024-05-31,CENTRAL,Clothing,Item N,9,,28.0,Net Banking,3.1
ORD2189,2024-02-09,south,CLOTHING,Accessory M,5,160.26,55.0,Net Banking,3.7
ORD2626,27 Apr 2024,WEST,Books,Widget B,6,131.92,68.0,Credit Card,4.6
ORD1546,08/02/2025,south,Home & Kitchen,Gadget Y,7,347.65,32.0,Credit Card,1.3
ORD2177,17 Sep 2024,South,Books,Gadget Y,11,208.8,58.0,Debit Card,
ORD1630,18/03/2024,Central,Home & Kitchen,Gizmo Z,6,255.28,38.0,Debit Card,
ORD1354,20 Nov 2024,CENTRAL,SPORTS,Widget B,1,252.34,38.0,Credit Card,2.6
ORD2317,29/09/2024,west,HOME & KITCHEN,Device Q,8,358.65,33.0,Debit Card,4.3
ORD1207,25 Feb 2025,South,BOOKS,Gadget X,13,196.07,49.0,Net Banking,
ORD1935,25 Nov 2024,East,toys,Widget B,2,60.2,69.0,Net Banking,
ORD1755,15/11/2024,WEST,Electronics,Device Q,9,,67.0,Debit Card,4.0
ORD2098,06/11/2024,  Central  ,toys,Accessory M,11,198.75,43.0,Credit Card,
ORD1416,30 Jan 2025,  East  ,electronics,Widget B,9,173.8,32.0,UPI,2.9
ORD2448,11/06/2024,  North  ,Clothing,Widget A,8,197.65,58.0,Credit Card,2.7
ORD2081,2024-04-07,EAST,Sports,Gadget Y,6,423.89,30.0,UPI,1.1
ORD2821,2025-06-02,South,ELECTRONICS,Widget A,4,330.18,53.0,Net Banking,2.8
ORD1716,2025-05-18,South,sports,Item N,7,267.66,61.0,Net Banking,3.5
ORD1442,2024-07-12,WEST,BOOKS,Gadget Y,9,343.34,61.0,Debit Card,2.6
ORD2116,2024-12-05,WEST,  Home & Kitchen  ,Gizmo Z,14,120.55,22.0,UPI,3.5
ORD2280,15 Mar 2024,South,HOME & KITCHEN,Widget A,5,262.7,49.0,Cash,3.3
ORD1536,2024-08-26,West,sports,Widget B,11,312.29,35.0,Net Banking,
ORD1348,23 Jan 2024,WEST,Clothing,Gadget X,2,173.61,18.0,UPI,4.7
ORD1674,24/05/2024,east,Clothing,Gadget Y,1,97.94,42.0,Net Banking,3.6
ORD1403,2024-06-25,West,  Toys  ,Widget B,9,96.29,40.0,Credit Card,1.1
ORD1362,2025-01-14,North,home & kitchen,Gizmo Z,2,203.12,69.0,Net Banking,1.8
ORD1026,09-09-2024,Central,Sports,Widget A,2,260.14,65.0,Net Banking,2.2
ORD2308,17/07/2024,  Central  ,Clothing,Gizmo Z,4,243.66,,Cash,3.8
ORD2192,2024-11-13,EAST,Home & Kitchen,Accessory M,1,166.85,25.0,Net Banking,1.1
ORD1177,02-06-2025,West,  Books  ,Item N,9,152.15,50.0,Cash,3.0
ORD2961,09/10/2024,west,Electronics,Widget B,14,373.59,42.0,Debit Card,3.9
ORD2429,04-09-2024,CENTRAL,Toys,Widget B,3,216.97,19.0,UPI,2.7
ORD2923,14/10/2024,North,toys,Widget B,13,173.24,62.0,UPI,3.5
ORD2225,11/08/2024,West,  Sports  ,Gizmo Z,9,275.49,61.0,Debit Card,2.6
ORD1252,07 Jan 2025,SOUTH,Home & Kitchen,Widget A,11,221.82,31.0,Cash,3.1
